"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"677",2200885,"FARM WINERY",302,"FW","Albany",2,"OTSEGO","HEARTSEASE HILL LLC","","217 PRITCHARD RD","","W WINFIELD","NY",13491,907985,2015-10-16,2018-10-01,2021-09-30,42.82353,-75.22606,"(42.82353, -75.22606)"
"678",2600925,"FARM WINERY",302,"FW","Albany",2,"OTSEGO","BEAR POND INC","BEAR POND WINERY","2515 STATE HIGHWAY 28","","ONEONTA","NY",13820,914729,NA,2019-05-01,2022-04-30,42.48784382,-74.97080511,"(42.48784382, -74.97080511)"
"679",2114969,"FARM WINERY",302,"FW","Albany",2,"OTSEGO","FLY CREEK CIDER MILL & ORCHARD INC","","288 GOOSE STREET","","FLY CREEK","NY",13337,918268,2002-07-30,2019-07-01,2022-06-30,42.72411349,-74.97969625,"(42.72411349, -74.97969625)"
"680",2506700,"MICRO BREWER",101,"MI","Albany",2,"OTSEGO","BREWERY OMMEGANG LTD","BREWERY OMMEGANG","656 COUNTY HWY 33","","COOPERSTOWN","NY",13326,907862,1999-09-01,2018-09-01,2019-08-31,42.62696601,-74.94675672,"(42.62696601, -74.94675672)"
"681",2127187,"MICRO BREWER",101,"MI","Albany",2,"OTSEGO","BUTTERNUTS BEER AND ALE LLC","BUTTERNUTS BEER & ALE","4020 STATE HIGHWAY 51","","GARRATTSVILLE","NY",13342,919124,2006-11-14,2019-07-01,2020-06-30,42.62774755,-75.18633796,"(42.62774755, -75.18633796)"
"682",2183220,"MICRO BREWER",101,"MI","Albany",2,"OTSEGO","DAVIDSONS BREWERY CORP","COUNCIL ROCK BREWERY","4861 STATE HGWY 28","","HARTWICK","NY",13326,915136,2012-05-10,2019-05-02,2020-04-30,42.65755379,-74.96098351,"(42.65755379, -74.96098351)"
"683",2506703,"MICRO BREWER",101,"MI","Albany",2,"OTSEGO","COOPERSTOWN BREWING COMPANY LLC","COOPERSTOWN BREWING COMPANY","110 RIVER STREET","","MILFORD","NY",13807,915289,2009-03-11,2019-05-07,2020-06-30,42.588632,-74.93983815,"(42.588632, -74.93983815)"
"684",2194486,"RESTAURANT BREWER",210,"MR","Albany",2,"OTSEGO","ROOTS BREWING COMPANY INC","","175 MAIN ST","","ONEONTA","NY",13820,892039,2014-07-11,2017-07-01,2020-06-30,42.45356641,-75.06241028,"(42.45356641, -75.06241028)"
"685",2200572,"WINERY",301,"DW","Albany",2,"OTSEGO","SAUVAGE BEVERAGES LLC","","107 WINNEY HILL RD","","ONEONTA","NY",13820,864596,2016-11-04,2016-11-04,2019-10-31,42.46076,-75.09212,"(42.46076, -75.09212)"
"686",2192790,"DISTILLER ""B-1""",205,"DB","Albany",2,"PUTNAM","KAS SPIRITS LLC","","46 MILLER RD","UNIT B","MAHOPAC","NY",10541,887392,2014-01-29,2017-01-01,2019-12-31,41.34766579,-73.75273205,"(41.34766579, -73.75273205)"
"687",2196862,"FARM WINERY",302,"FW","Albany",2,"PUTNAM","MYSTO MEAD LLC","","187 CHURCH HILL RD","","CARMEL","NY",10512,895398,2014-12-16,2017-12-01,2020-11-30,41.50253,-73.68855,"(41.50253, -73.68855)"
"688",2212798,"MICRO BREWER",101,"MI","Albany",2,"PUTNAM","STATELINE ENTERPRISES INC","BULL AND BARREL BREW PUB","988 RTE 22","","BREWSTER","NY",10509,919805,2018-08-10,2019-08-01,2020-07-31,41.39749,-73.60232,"(41.39749, -73.60232)"
"689",2194463,"RESTAURANT BREWER",210,"MR","Albany",2,"PUTNAM","D P M LTD","RT 6 TAP HOUSE","728 RTE 6","","MAHOPAC","NY",10541,888149,2014-02-10,2017-02-01,2020-01-31,41.37566492,-73.72702493,"(41.37566492, -73.72702493)"
"690",1287764,"DISTILLER ""A-1""",206,"DA","New York City",1,"QUEENS","ASTORIA DISTILLING COMPANY LLC","ASTORIA DISTILLING COMPANY","31-00 47TH AVE","STE 1150A","LONG ISLAND CITY","NY",11101,877318,2016-02-29,2016-02-29,2020-01-31,40.74302,-73.93577,"(40.74302, -73.93577)"
"691",1301025,"DISTILLER ""B-1""",205,"DB","New York City",1,"QUEENS","WANDERING BARMAN LLC, THE","","1080 WYCKOFF AVE","A03","RIDGEWOOD","NY",11385,877387,2017-08-17,2017-08-17,2020-07-31,40.69449,-73.90239,"(40.69449, -73.90239)"
"693",1285110,"FARM BREWER",106,"FD","New York City",1,"QUEENS","ROCKAWAY BREWING COMPANY LLC","","46-01 5TH ST","FL 1","LONG ISLAND CITY","NY",11101,999999,2015-05-07,2018-05-01,2021-04-30,40.74703,-73.95477,"(40.74703, -73.95477)"
"695",1295450,"FARM BREWER",106,"FD","New York City",1,"QUEENS","BRIDGE AND TUNNEL BREWERY LLC","","1535 DECATUR ST","","RIDGEWOOD","NY",11385,919802,2016-08-03,2019-08-01,2020-07-31,40.69373,-73.90274,"(40.69373, -73.90274)"
"697",1301416,"FARM BREWER",106,"FD","New York City",1,"QUEENS","QB COLLECTIVE LLC","QUEENS BREWERY","15-39 COVERT ST","","RIDGEWOOD","NY",11385,912341,2018-01-31,2019-01-01,2019-12-31,40.69455,-73.9043,"(40.69455, -73.9043)"
"699",1297513,"FARM BREWER",106,"FD","New York City",1,"QUEENS","ICONYC BREWING COMPANY LLC","","43-63 11TH ST","","LONG ISLAND CITY","NY",11101,894998,2016-10-19,2017-10-26,2020-09-30,40.75199,-73.92557,"(40.75199, -73.92557)"
"700",1287765,"FARM DISTILLER ""D""",207,"DD","New York City",1,"QUEENS","ASTORIA DISTILLING COMPANY LLC","ASTORIA DISTILLING COMPANY","31-00 47TH AVE","STE 1150A","LONG ISLAND CITY","NY",11101,888742,2016-02-29,2017-02-28,2020-01-31,40.74302,-73.93577,"(40.74302, -73.93577)"
"701",1272032,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","NARWHAL LLC","FINBACK","76-01 77TH AVE","","GLENDALE","NY",11385,908933,2013-11-21,2018-11-01,2019-10-31,40.70654158,-73.87340502,"(40.70654158, -73.87340502)"
"703",1264215,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","SINGLECUT BEERSMITHS LLC","","1933 37TH ST","","ASTORIA","NY",11105,912346,2012-12-07,2018-12-28,2019-11-30,40.77808574,-73.90232093,"(40.77808574, -73.90232093)"
"705",1263405,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","RICHARD J CASTAGNA","BRIDGE AND TUNNEL BREWERY","61 02 60TH AVE","","MASPETH","NY",11378,919894,2012-09-12,2019-09-01,2020-08-31,40.71685713,-73.90274365,"(40.71685713, -73.90274365)"
"706",1275663,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","ROCKAWAY BREWING COMPANY LLC","","46-01 5TH ST","1ST FL","LONG ISLAND CITY","NY",11101,999999,2014-04-28,2018-05-01,2021-04-30,40.74711952,-73.95507195,"(40.74711952, -73.95507195)"
"707",1275403,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","LIC BREWERY LLC","LIC BEER PROJECT","39-28 23RD ST","","LONG ISLAND CITY","NY",11101,917501,2015-04-08,2019-04-01,2020-03-31,40.75522694,-73.93871007,"(40.75522694, -73.93871007)"
"708",1306390,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","SEMB CF LLC","MIKKELLER BREWING NYC","123-01 ROOSEVELT AVE","ROOM 01,R1,01","FLUSHING","NY",11368,910621,2017-12-05,2018-12-13,2019-11-30,40.75469,-73.84561,"(40.75469, -73.84561)"
"709",1305699,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","ICONYC BREWING COMPANY LLC","","43-63 11TH ST","","LONG ISLAND CITY","NY",11101,894997,2017-10-26,2017-10-26,2020-09-30,40.75199,-73.92557,"(40.75199, -73.92557)"
"711",1301415,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","QB COLLECTIVE LLC","QUEENS BREWERY","15-39 COVERT ST","","RIDGEWOOD","NY",11385,912340,2018-01-31,2019-01-01,2019-12-31,40.69455,-73.9043,"(40.69455, -73.9043)"
"712",1286895,"MICRO BREWER",101,"MI","New York City",1,"QUEENS","BRIDGE AND TUNNEL BREWERY LLC","","1535 DECATUR ST","","RIDGEWOOD","NY",11385,908917,2015-11-03,2018-11-01,2019-10-31,40.69387,-73.90249,"(40.69387, -73.90249)"
"713",1300575,"RESTAURANT BREWER",210,"MR","New York City",1,"QUEENS","ALEWIFE BREWING COMPANY LLC","ALEWIFE","5-14 51ST AVE","","LONG ISLAND CITY","NY",11101,882760,2018-04-17,2018-04-17,2021-03-31,40.74228,-73.95611,"(40.74228, -73.95611)"
"714",2189396,"FARM BREWER",106,"FD","Albany",2,"RENSSELAER","BLY HOLLOW BREWERY LLC","THE BEER DIVINER","243 BLY HOLLOW RD","","CHERRY PLAIN","NY",12040,913264,2013-03-29,2019-03-01,2020-02-29,42.63327117,-73.38064307,"(42.63327117, -73.38064307)"
"715",2194793,"FARM BREWER",106,"FD","Albany",2,"RENSSELAER","RARE FORM BREWING COMPANY LLC","","90 CONGRESS ST","","TROY","NY",12180,915041,2014-05-28,2019-05-01,2020-04-30,42.72868788,-73.68992903,"(42.72868788, -73.68992903)"
"716",2191569,"FARM BREWER",106,"FD","Albany",2,"RENSSELAER","S&S BREWERY INC","","274 MIDDLE RD","","NASSAU","NY",12123,911426,2014-02-20,2019-02-01,2020-01-31,42.49036434,-73.57288887,"(42.49036434, -73.57288887)"
"717",2211332,"FARM BREWER",106,"FD","Albany",2,"RENSSELAER","EMPORIUM FARM BREWERY LTD","","472 N GREENBUSH RD","","RENSSELAER","NY",12144,919754,2018-07-23,2019-07-15,2020-06-30,42.65991,-73.6928,"(42.65991, -73.6928)"
"718",2190694,"FARM BREWER",106,"FD","Albany",2,"RENSSELAER","BROWNS BREWING COMPANY LLC","","50 FACTORY HILL RD","","HOOSICK FALLS","NY",12090,918941,2013-07-31,2019-07-01,2020-06-30,42.9262765,-73.34406291,"(42.9262765, -73.34406291)"
"719",2207537,"FARM WINERY",302,"FW","Albany",2,"RENSSELAER","PATRIOTS HERITAGE CIDER LLC","","60 E SCHAGHTICOKE RD","","SCHAGHTICOKE","NY",12154,889456,2017-06-07,2017-06-07,2020-03-31,42.88483,-73.57821,"(42.88483, -73.57821)"
"720",2203012,"FARM WINERY",302,"FW","Albany",2,"RENSSELAER","EASTHOLLOWCIDERANDMEAD LLC","EAST HOLLOW CIDER","332 E HOLLOW RD","","PETERSBURGH","NY",12138,914909,2016-07-15,2019-07-01,2022-06-30,42.73742,-73.30777,"(42.73742, -73.30777)"
"721",2134024,"FARM WINERY",302,"FW","Albany",2,"RENSSELAER","BROOKVIEW STATION WINERY LLC","BROOKVIEW STATION WINERY AT GOOLD ORCHARDS","1297 BROOKVIEW STATION ROAD","S OLD POST RD & SIMMONS RD","CASTLETON","NY",12033,913759,2007-04-12,2019-04-01,2022-03-31,42.53778169,-73.7058314,"(42.53778169, -73.7058314)"
"722",2009676,"MICRO BREWER",101,"MI","Albany",2,"RENSSELAER","TROY BREWING COMPANY INC, THE","BROWNS TAPROOM","417-419 RIVER STREET","","TROY","NY",12180,908516,2004-05-07,2018-10-01,2019-09-30,42.73574824,-73.68747887,"(42.73574824, -73.68747887)"
"723",2167271,"MICRO BREWER",101,"MI","Albany",2,"RENSSELAER","BROWNS BREWING COMPANY LLC","BROWN'S TAPROOM","50 FACTORY HILL RD","","HOOSICK FALLS","NY",12090,912605,2011-02-14,2019-02-01,2020-01-31,42.9262399,-73.34411856,"(42.9262399, -73.34411856)"
"724",1309171,"FARM BREWER",106,"FD","New York City",1,"RICHMOND","GORDON JAMES LLC","THE FLAGSHIP BREWING COMPANY","38-40 MINTHORNE ST","","STATEN ISLAND","NY",10301,999999,2018-05-29,2019-03-01,2022-02-28,40.63715,-74.07552,"(40.63715, -74.07552)"
"726",1275343,"MICRO BREWER",101,"MI","New York City",1,"RICHMOND","GORDON JAMES LLC","THE FLAGSHIP BREWING COMPANY","38-40 MINTHORNE ST","","STATEN ISLAND","NY",10301,999999,2014-03-14,2019-03-01,2022-02-28,40.63675115,-74.07557869,"(40.63675115, -74.07557869)"
"727",1306439,"WINERY",301,"DW","New York City",1,"RICHMOND","RLRA LLC","VINO DI VINO","42 INDUSTRIAL LOOP","1ST FLOOR BAYS 1 & 2","STATEN ISLAND","NY",10309,897711,2017-12-29,2017-12-29,2020-11-30,40.54753,-74.22952,"(40.54753, -74.22952)"
"728",2206703,"FARM BREWER",106,"FD","Albany",2,"ROCKLAND","SPECTACLE BREWING LLC","INDUSTRIAL ARTS BREWING CO","55 W RAILROAD AVE","BUILDINGS 3A/3D & 25W","GARNERVILLE","NY",10923,999999,2017-03-10,2018-04-01,2021-03-31,41.208,-73.99166,"(41.208, -73.99166)"
"729",2211390,"FARM BREWER",106,"FD","Albany",2,"ROCKLAND","THREEFOLD HOLDINGS LLC","THREES BREWING","55 W RAILROAD AVE","BUILDINGS 3A/3D & 25W","GARNERVILLE","NY",10923,882856,2018-05-11,2019-05-01,2021-04-30,41.208,-73.99166,"(41.208, -73.99166)"
"730",2176928,"FARM WINERY",302,"FW","Albany",2,"ROCKLAND","TORNE VALLEY VINEYARDS LLC","TORNE VALLEY VINEYARDS LLC","3 TORNE BROOK RD","","HILLBURN","NY",10931,918904,2012-08-23,2019-08-01,2022-07-31,41.14063801,-74.16588414,"(41.14063801, -74.16588414)"
"732",2202999,"MICRO BREWER",101,"MI","Albany",2,"ROCKLAND","SPECTACLE BREWING LLC","INDUSTRIAL ARTS BREWING CO","55 W RAILROAD AVE","BUILDINGS 3A/3D & 25W","GARNERVILLE","NY",10923,999999,2016-07-01,2018-04-01,2021-03-31,41.208,-73.99166,"(41.208, -73.99166)"
"734",2133097,"MICRO BREWER",101,"MI","Albany",2,"ROCKLAND","KETTLE KREATIONS LLC","THE DEFIANT BREWING COMPANY","6 E DEXTER PLAZA","","PEARL RIVER","NY",10965,907693,2006-09-06,2018-09-01,2019-08-31,41.06022361,-74.02307473,"(41.06022361, -74.02307473)"
"735",2211389,"MICRO BREWER",101,"MI","Albany",2,"ROCKLAND","THREEFOLD HOLDINGS LLC","THREES BREWING","55 W RAILROAD AVE","BUILDINGS 3A/3D & 25W","GARNERVILLE","NY",10923,882855,2018-05-11,2019-05-01,2021-04-30,41.208,-73.99166,"(41.208, -73.99166)"
"738",2195318,"DISTILLER ""B-1""",205,"DB","Albany",2,"SARATOGA","SARATOGA COURAGE LLC","","324 WILTON RD","","GREENFIELD CENTER","NY",12833,889889,2014-04-11,2017-04-01,2020-03-31,43.14238,-73.80372,"(43.14238, -73.80372)"
"739",2203631,"FARM BREWER",106,"FD","Albany",2,"SARATOGA","QUINN BORCHARDT BREWING LLC","ARTISANAL BREW WORKS","41 GEYSER RD","BUILDING A SUITE 2","SARATOGA SPRINGS","NY",12866,902983,2016-07-14,2019-07-01,2020-06-30,43.06026,-73.81456,"(43.06026, -73.81456)"
"740",2209819,"FARM BREWER",106,"FD","Albany",2,"SARATOGA","OLIVA VINEYARDS LLC","RACING CITY BREWING COMPANY","250 EXCELSIOR AVE","","SARATOGA SPRINGS","NY",12866,907790,2018-02-28,2018-09-01,2019-08-31,43.09323,-73.75738,"(43.09323, -73.75738)"
"741",2215548,"FARM BREWER",106,"FD","Albany",2,"SARATOGA","GOOD VS EVIL BREWING LLC","UNIFIED BEERWORKS","7 STONEBREAK RD","STE 4","MALTA","NY",12020,999999,2019-05-20,2019-07-23,2019-08-31,42.96594,-73.78994,"(42.96594, -73.78994)"
"742",2214570,"FARM BREWER",106,"FD","Albany",2,"SARATOGA","SHMALTZ BREWING COMPANY LLC","","6 FAIRCHILD SQ","","CLIFTON PARK","NY",12065,918122,2019-05-20,2019-05-20,2020-04-30,42.90149,-73.79286,"(42.90149, -73.79286)"
"744",2199687,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SARATOGA","VAN HALL HOLDINGS LLC","UPSTATE DISTILLING COMPANY","434 SODEMAN RD","UNIT A","MIDDLE GROVE","NY",12850,889881,2016-03-07,2017-03-30,2020-02-29,43.07446,-73.89305,"(43.07446, -73.89305)"
"745",2162536,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SARATOGA","SARATOGA DISTILLERIES INC","","2474 OLD MILL ROAD","JOCKEY ST AND PARKIS MILL ST","GALWAY","NY",12074,891850,2011-01-10,2017-06-09,2019-12-31,43.03625761,-74.00327484,"(43.03625761, -74.00327484)"
"746",2188557,"FARM WINERY",302,"FW","Albany",2,"SARATOGA","RICHARD F GREEN","BALLSTON LAKE APIARIES","177 ASHDOWN RD","","BALLSTON LAKE","NY",12019,920138,2013-10-18,2019-10-01,2022-09-30,42.9041626,-73.86559872,"(42.9041626, -73.86559872)"
"747",2190209,"FARM WINERY",302,"FW","Albany",2,"SARATOGA","LEDGE ROCK HILL WINERY LLC","","41 STEWART DAM RD","","CORINTH","NY",12822,885718,2013-11-18,2016-11-01,2019-10-31,43.26981909,-73.8906716,"(43.26981909, -73.8906716)"
"748",2206514,"FARM WINERY",302,"FW","Albany",2,"SARATOGA","SARATOGA WINERY INC, THE","","462 RTE 29","","SARATOGA SPRINGS","NY",12866,889381,2017-05-23,2017-05-23,2020-04-30,43.07463,-73.86346,"(43.07463, -73.86346)"
"749",2197567,"FARM WINERY",302,"FW","Albany",2,"SARATOGA","FOSSIL STONE VINEYARDS LLC, THE","THE FOSSIL STONE VINEYARDS","331 GRANGE RD","","GREENFIELD CENTER","NY",12833,895447,2014-12-22,2017-12-01,2020-11-30,43.10533,-73.85214,"(43.10533, -73.85214)"
"750",2214091,"FARM WINERY",302,"FW","Albany",2,"SARATOGA","LONG ROAD WINEGROWERS LLC","GALWAY ROCK VINEYARD AND WINERY","998 NY 50","","BALLSTON LAKE","NY",12010,917597,2019-06-26,2019-06-26,2020-03-31,42.9369,-73.87441,"(42.9369, -73.87441)"
"751",2213463,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","DOUBLECUT LLC","","6 FAIRCHILD SQ","","CLIFTON PARK","NY",12065,918121,2019-05-20,2019-05-20,2020-04-30,42.90149,-73.79286,"(42.90149, -73.79286)"
"752",2216406,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","COMMON ROOTS BREWING COMPANY INC","COMMON ROOTS BREWING COMPANY","30 SARATOGA AVE","","S GLENS FALLS","NY",12803,910978,2019-05-07,2019-05-07,2019-10-31,43.29705,-73.6361,"(43.29705, -73.6361)"
"753",2212922,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","GOOD VS EVIL BREWING LLC","UNIFIED BEERWORKS","7 STONEBREAK RD","STE 4","MALTA","NY",12020,999999,2018-09-27,2019-07-23,2019-08-31,42.96568,-73.78953,"(42.96568, -73.78953)"
"754",2206681,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","DRUTHERS BREWING COMPANY INC","","381 BROADWAY","","SARATOGA SPRINGS","NY",12866,914201,2017-04-20,2019-04-01,2020-03-31,43.08103,-73.78578,"(43.08103, -73.78578)"
"755",2214569,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","SHMALTZ BREWING COMPANY LLC","","6 FAIRCHILD SQ","","CLIFTON PARK","NY",12065,917525,2019-05-20,2019-05-20,2020-04-30,42.90149,-73.79286,"(42.90149, -73.79286)"
"756",2213636,"MICRO BREWER",101,"MI","Albany",2,"SARATOGA","QUINN BORCHARDT BREWING LLC","ARTISANAL BREW WORKS","41 GEYSER RD","","SARATOGA SPRINGS","NY",12866,999999,2018-10-01,2019-07-01,2020-06-30,43.06026,-73.81456,"(43.06026, -73.81456)"
"757",2200332,"RESTAURANT BREWER",210,"MR","Albany",2,"SARATOGA","FAIRWAYS OF HALFMOON LLC, THE","HANK HUDSON BREWING COMPANY","17 JOHNSON RD","","MECHANICVILLE","NY",12118,902744,2015-08-06,2018-08-01,2021-07-31,42.90128,-73.71115,"(42.90128, -73.71115)"
"758",2149385,"WINERY",301,"DW","Albany",2,"SARATOGA","LEDGE ROCK HILL WINERY, LLC","LEDGE ROCK HILL WINERY","41 STEWART DAM ROAD","RT 10 & SOUTH SHORE RD","CORINTH","NY",12822,914847,2010-05-06,2019-05-01,2022-04-30,43.26983481,-73.89074373,"(43.26983481, -73.89074373)"
"759",2209780,"WINERY",301,"DW","Albany",2,"SARATOGA","OLD TAVERN FARM WINERY LLC","","45 BROWN RD","","STILLWATER","NY",12170,897746,2018-01-09,2018-01-09,2020-12-31,43.01791,-73.71967,"(43.01791, -73.71967)"
"760",2209317,"WINERY",301,"DW","Albany",2,"SARATOGA","OLIVA VINEYARDS LLC","OLIVA VINEYARDS","250 EXCELSIOR AVE","","SARATOGA SPRINGS","NY",12866,897980,2018-02-28,2018-02-28,2019-11-30,43.09323,-73.75738,"(43.09323, -73.75738)"
"761",2204474,"FARM BREWER",106,"FD","Albany",2,"SCHENECTADY","VAN SCHAICK BEER CO LLC","GREAT FLATS BREWING","151 LAFAYETTE ST","","SCHENECTADY","NY",12305,909802,2017-01-27,2019-01-01,2019-12-31,42.81252,-73.93792,"(42.81252, -73.93792)"
"762",2213462,"FARM BREWER",106,"FD","Albany",2,"SCHENECTADY","BACK BARN BREWING COMPANY LLC","BACK BARN BREWING COMPANY","7082 WESTERN TPKE","","DELANSON","NY",12053,910775,2019-02-20,2019-02-20,2020-01-31,42.76962,-74.17121,"(42.76962, -74.17121)"
"763",2199563,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SCHENECTADY","COYOTE HOLLOW STILL HOUSE LLC","COYOTE HOLLOW STILL HOUSE","833 OAK HILL RD","","ESPERANCE","NY",12066,889036,2017-01-31,2017-03-06,2019-12-31,42.72959,-74.27303,"(42.72959, -74.27303)"
"764",2205172,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SCHENECTADY","SCHENECTADY DISTILLING COMPANY INC, THE","THE SCHENECTADY DISTILLING COMPANY","3304 AMSTERDAM RD","","GLENVILLE","NY",12302,894880,2017-09-25,2017-09-25,2020-08-31,42.8593,-74.01475,"(42.8593, -74.01475)"
"765",2183299,"FARM WINERY",302,"FW","Albany",2,"SCHENECTADY","HELDERBERG MEADWORKS LLC","","990 W DUANE LAKE RD","","DUANESBURG","NY",12056,913710,2012-04-10,2019-04-01,2022-03-31,42.74608541,-74.11592039,"(42.74608541, -74.11592039)"
"766",2213201,"MICRO BREWER",101,"MI","Albany",2,"SCHENECTADY","MILL LANE BREWING COMPANY LLC","FROG ALLEY BREWING COMPANY","10 MILL LN","","SCHENECTADY","NY",12305,908460,2018-11-07,2018-11-07,2019-10-31,42.81457,-73.94643,"(42.81457, -73.94643)"
"767",2199470,"MICRO BREWER",101,"MI","Albany",2,"SCHENECTADY","WOLF HOLLOW BREWING COMPANY LLC","","6882 AMSTERDAM RD","","WEST GLENVILLE","NY",12302,902936,2015-06-24,2018-09-01,2019-08-31,42.89247,-74.06753,"(42.89247, -74.06753)"
"770",2193808,"FARM BREWER",106,"FD","Albany",2,"SCHOHARIE","GREEN WOLF BREWING COMPANY LLC","","315 MAIN ST","","MIDDLEBURGH","NY",12122,918027,2014-06-10,2019-06-01,2020-05-31,42.59833225,-74.33476052,"(42.59833225, -74.33476052)"
"771",2208430,"FARM BREWER",106,"FD","Albany",2,"SCHOHARIE","SERIOUS BREWING CO LLC","SERIOUS BREWING CO","116 CAVERNS RD","","HOWES CAVE","NY",12092,999999,2018-01-09,2018-01-09,2020-12-31,42.68352,-74.39456,"(42.68352, -74.39456)"
"772",2197317,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SCHOHARIE","KYMAR FARM WINERY AND DISTILLERY LLC","KYMAR FARM DISTILLERY, KYMAR FARM WINERY","102 BINDERY LN","","CHARLOTTEVILLE","NY",12036,881428,2014-10-02,2016-10-01,2019-09-30,42.54632,-74.66544,"(42.54632, -74.66544)"
"774",2198688,"FARM DISTILLER ""D""",207,"DD","Albany",2,"SCHOHARIE","BARBERS FARM DISTILLERY LLC","","3609 STATE RTE 30","","MIDDLEBURGH","NY",12122,891028,2015-03-24,2017-05-17,2020-02-29,42.58089,-74.39213,"(42.58089, -74.39213)"
"776",2209116,"FARM WINERY",302,"FW","Albany",2,"SCHOHARIE","MIDDLEBURGH WINERY LLC","MIDDLEBURGH WINERY","2636 STATE HWY 145","","MIDDLEBURGH","NY",12122,898069,2018-03-20,2018-03-20,2021-02-28,42.61721,-74.34663,"(42.61721, -74.34663)"
"777",2197318,"FARM WINERY",302,"FW","Albany",2,"SCHOHARIE","KYMAR FARM WINERY AND DISTILLERY LLC","KYMAR FARM WINERY","102 BINDERY LN","","CHARLOTTEVILLE","NY",12036,914333,2014-09-30,2019-04-01,2022-03-31,42.54632,-74.66544,"(42.54632, -74.66544)"
"778",2201723,"FARM WINERY",302,"FW","Albany",2,"SCHOHARIE","RIPPLE STONE CIDERY LLC","TORY KICKER","316 KNISKERN RD","","MIDDLEBURGH","NY",12122,920139,2016-08-09,2019-08-01,2022-07-31,42.4756,-74.41577,"(42.4756, -74.41577)"
"779",2208431,"MICRO BREWER",101,"MI","Albany",2,"SCHOHARIE","SERIOUS BREWING CO LLC","SERIOUS BREWING CO","116 CAVERNS RD","","HOWES CAVE","NY",12092,999999,2018-01-09,2018-01-09,2020-11-30,42.68352,-74.39456,"(42.68352, -74.39456)"
"780",3161364,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"SCHUYLER","FINGER LAKES DISTILLING LLC","","4676 NYS ROUTE 414","","BURDETT","NY",14818,99999,2018-10-11,2018-10-11,2019-11-30,42.4602,-76.8636,"(42.4602, -76.8636)"
"781",3160881,"FARM BREWER",106,"FD","Buffalo",3,"SCHUYLER","PANTOMIME MIXTURES LLC","","3839 BALL DIAMOND RD","","HECTOR","NY",14841,999999,2018-10-29,2018-10-29,2021-09-30,42.51357,-76.85665,"(42.51357, -76.85665)"
"783",3155963,"FARM BREWER",106,"FD","Buffalo",3,"SCHUYLER","LUCKY HARE BREWING COMPANY INC","","6085 BECKHORN RD","","HECTOR","NY",14841,999999,2015-07-14,2019-07-01,2022-06-30,42.52835,-76.87496,"(42.52835, -76.87496)"
"785",3160611,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"SCHUYLER","DAMIANI WINE CELLARS LLC","DAMIANI WINE CELLARS","5281 PEACH ORCHARD RD","","HECTOR","NY",14841,999999,2018-05-24,2022-06-01,2022-05-31,42.49543,-76.88049,"(42.49543, -76.88049)"
"787",3012516,"FARM WINERY",302,"FW","Buffalo",3,"SCHUYLER","DIANE G BUGLION-MANNION","RASTA RANCH VINEYARDS","5882 ROUTE 414","","HECTOR","NY",14841,913917,NA,2019-04-01,2022-03-31,42.51864,-76.87346098,"(42.51864, -76.87346098)"
"788",3012520,"FARM WINERY",302,"FW","Buffalo",3,"SCHUYLER","LEIDENFROST VINEYARDS LLC","","5677 ROUTE 414","","HECTOR","NY",14841,911481,2005-05-10,2019-02-01,2022-01-31,42.5084052,-76.87651456,"(42.5084052, -76.87651456)"
"789",3012522,"FARM WINERY",302,"FW","Buffalo",3,"SCHUYLER","RED NEWT CELLARS INC","RED NEWT CELLARS","3675 TICHENOR RD","","HECTOR","NY",14841,883688,1999-09-24,2016-09-01,2019-08-31,42.50088782,-76.86811298,"(42.50088782, -76.86811298)"
"790",3012528,"FARM WINERY",302,"FW","Buffalo",3,"SCHUYLER","LAKEWOOD VINEYARDS INC","LAKEWOOD VINEYARDS","4024 STATE ROUTE 14","","WATKINS GLEN","NY",14891,912732,1989-04-10,2019-04-01,2022-03-31,42.86542759,-77.2208879,"(42.86542759, -77.2208879)"
